time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.65075	18.0952	4.94807	3.8999	0.463118	lidar	2.64926	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48693	17.9447	4.88906	3.91158	0.437439	radar	3.40478	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26102	17.7781	4.94656	3.91593	0.415486	lidar	1.16576	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08268	17.5941	4.98745	3.94799	0.442572	radar	2.39738	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90283	17.4765	4.95008	3.94737	0.417129	lidar	6.12862	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.7622	17.2595	4.9861	4.00091	0.473727	radar	3.15511	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58711	17.0739	4.99861	4.0184	0.466239	lidar	0.0782791	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42245	16.9079	4.94093	4.01999	0.423981	radar	2.10381	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25786	16.7356	4.93452	4.03259	0.414129	lidar	0.511414	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.083	16.5404	4.93285	4.0392	0.386177	radar	4.99289	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92883	16.3101	4.9668	4.06779	0.396221	lidar	2.26573	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77094	16.1342	4.92959	4.07022	0.365361	radar	1.04359	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56558	15.9663	4.96219	4.05871	0.329744	lidar	1.72387	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44006	15.7348	5.00551	4.10312	0.377885	radar	2.08643	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26768	15.5173	5.0467	4.11347	0.367053	lidar	0.823397	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.1108	15.3245	5.03668	4.11865	0.347437	radar	0.961762	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.899355	15.107	5.11358	4.11081	0.316336	lidar	2.43044	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.75125	14.9263	5.05976	4.10891	0.283717	radar	2.42045	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.648766	14.7115	5.02817	4.13941	0.303333	lidar	0.507703	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.537629	14.4701	5.06446	4.17834	0.342976	radar	1.80736	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.363866	14.2484	5.11042	4.17824	0.321937	lidar	0.869846	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.244367	13.9963	5.18369	4.21751	0.368096	radar	3.16525	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.228949	13.7471	5.111	4.28154	0.423214	lidar	3.65932	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.126877	13.5044	5.14807	4.31106	0.441535	radar	1.00376	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0401971	13.2743	5.19644	4.30344	0.404762	lidar	1.47297	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.158524	13.0559	5.15746	4.30636	0.374737	radar	1.09624	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.163756	12.8291	5.07375	4.36258	0.422188	lidar	3.34183	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.282852	12.604	5.04058	4.35918	0.380826	radar	3.55516	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.402417	12.3683	5.06346	4.36303	0.361698	lidar	0.358722	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.527555	12.1598	5.03219	4.35367	0.321214	radar	3.80022	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.605554	11.9402	5.00806	4.37081	0.323123	lidar	0.53356	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.732751	11.7122	5.01207	4.36246	0.288124	radar	2.77644	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.928792	11.4692	5.0922	4.32823	0.22714	lidar	4.08472	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03619	11.2436	5.04747	4.32191	0.191206	radar	2.81531	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.21262	11.0169	5.09322	4.29462	0.146165	lidar	2.13383	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.29072	10.7706	5.125	4.32397	0.186019	radar	1.4066	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41943	10.5172	5.16621	4.32149	0.171604	lidar	0.870799	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50542	10.2546	5.21152	4.34558	0.200253	radar	1.49796	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.60376	10.0443	5.17715	4.34836	0.19213	lidar	1.95421	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.69329	9.81425	5.15148	4.35403	0.183346	radar	0.506866	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76782	9.59374	5.11677	4.36667	0.18786	lidar	0.821209	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87673	9.34193	5.1678	4.37345	0.193279	radar	2.5475	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.9573	9.05017	5.22199	4.39109	0.202077	lidar	4.09835	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0445	8.82703	5.17435	4.38921	0.178679	radar	1.8137	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14035	8.57515	5.19224	4.3926	0.171829	lidar	0.144416	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2687	8.32135	5.23157	4.38085	0.145992	radar	2.81121	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31529	8.08758	5.18954	4.40268	0.163842	lidar	0.807896	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37949	7.87409	5.1308	4.41034	0.159902	radar	5.50375	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49271	7.62298	5.16407	4.40286	0.141094	lidar	0.679541	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65743	7.38846	5.17274	4.35878	0.0606597	radar	5.56613	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.76126	7.13272	5.19922	4.35709	0.0548152	lidar	0.336817	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82196	6.89765	5.18224	4.37762	0.0856105	radar	1.6949	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86436	6.68902	5.10694	4.39529	0.101503	lidar	2.56028	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93058	6.46629	5.04338	4.39114	0.0719927	radar	4.06978	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.98522	6.22968	5.02223	4.40451	0.0833987	lidar	0.397349	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10241	5.98245	5.06781	4.39467	0.070359	radar	3.3415	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18462	5.70886	5.11264	4.40021	0.0724317	lidar	1.66755	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29437	5.46188	5.1184	4.37924	0.0252704	radar	2.19838	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39087	5.20094	5.15326	4.37732	0.02153	lidar	0.582446	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45764	4.95493	5.15205	4.39147	0.0452924	radar	0.265179	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57167	4.67767	5.2214	4.38444	0.0350535	lidar	2.15445	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68118	4.42526	5.23197	4.36405	-0.0102158	radar	2.17792	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.81399	4.15496	5.29994	4.35011	-0.0243955	lidar	2.57929	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89387	3.91409	5.2871	4.36196	0.00390333	radar	1.21682	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96645	3.68095	5.2515	4.36671	0.00810951	lidar	0.667409	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06848	3.47468	5.19719	4.34781	-0.0300476	radar	4.12107	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15972	3.23009	5.19883	4.34709	-0.0291756	lidar	0.00958562	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27515	2.97615	5.23002	4.33182	-0.0564397	radar	0.735997	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36486	2.70283	5.26876	4.33584	-0.047937	lidar	1.32854	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45137	2.45315	5.26813	4.34181	-0.0317177	radar	0.207067	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55575	2.18883	5.30386	4.34046	-0.029983	lidar	0.663327	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66579	1.95761	5.29242	4.31455	-0.0874813	radar	3.97502	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78115	1.68498	5.34674	4.31153	-0.0833311	lidar	1.58716	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90486	1.43641	5.36945	4.29416	-0.110691	radar	0.515408	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96489	1.20148	5.31511	4.30098	-0.100428	lidar	4.93632	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06056	0.983461	5.26449	4.29844	-0.0929423	radar	1.12358	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12207	0.750244	5.21904	4.30493	-0.0834195	lidar	3.98016	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21536	0.457278	5.29961	4.31069	-0.0759876	radar	5.25012	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.2905	0.216324	5.27475	4.31454	-0.0687896	lidar	1.53929	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39982	-0.0191242	5.25553	4.31804	-0.0432243	radar	5.91035	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47096	-0.258292	5.23027	4.32383	-0.0354332	lidar	1.62868	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59189	-0.441811	5.15955	4.29869	-0.0719435	radar	3.87528	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72896	-0.627071	5.10413	4.27284	-0.101326	lidar	2.74186	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84414	-0.853853	5.12826	4.25073	-0.144991	radar	5.3835	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93919	-1.12192	5.17376	4.2596	-0.123046	lidar	1.42936	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02745	-1.38956	5.21161	4.27015	-0.101603	radar	2.80586	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16624	-1.59676	5.18711	4.2492	-0.122393	lidar	1.07764	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.3106	-1.83107	5.25061	4.21723	-0.181202	radar	4.05837	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.4164	-2.08067	5.2665	4.21986	-0.165841	lidar	0.51462	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56818	-2.2831	5.23545	4.19684	-0.182441	radar	3.04225	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.7179	-2.49224	5.22225	4.17617	-0.197612	lidar	0.44866	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87429	-2.70384	5.2249	4.15375	-0.216466	radar	1.0868	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96568	-2.97351	5.26225	4.17319	-0.176313	lidar	2.56729	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09448	-3.19759	5.24286	4.17021	-0.163325	radar	0.273083	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21926	-3.39327	5.1994	4.15733	-0.171014	lidar	1.37613	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36514	-3.64077	5.23764	4.15478	-0.161108	radar	4.4695	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.5252	-3.77955	5.14477	4.11473	-0.205241	lidar	4.78849	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67028	-3.98793	5.14935	4.10177	-0.211672	radar	0.460523	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.824	-4.21674	5.17592	4.0952	-0.205691	lidar	0.515172	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97509	-4.43475	5.1825	4.08786	-0.200635	radar	0.398196	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13562	-4.67327	5.22294	4.08416	-0.191374	lidar	1.24258	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27436	-4.87803	5.15928	4.08635	-0.164442	radar	2.52728	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40613	-5.09792	5.15979	4.08869	-0.150805	lidar	0.29116	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55245	-5.26663	5.07425	4.07624	-0.149392	radar	3.96889	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74352	-5.46454	5.09487	4.0532	-0.168999	lidar	1.71904	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.9023	-5.66208	5.08189	4.04464	-0.166839	radar	0.335902	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05949	-5.84859	5.06781	4.03265	-0.171769	lidar	0.148269	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19796	-6.00713	4.97608	4.02388	-0.166428	radar	6.2771	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37849	-6.10913	4.89379	3.97882	-0.214803	lidar	4.90478	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55387	-6.29166	4.90138	3.96512	-0.218051	radar	0.89959	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69294	-6.50118	4.91302	3.97443	-0.192064	lidar	0.518392	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91605	-6.65947	4.96414	3.93404	-0.235568	radar	6.9723	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1196	-6.82268	4.97389	3.90811	-0.253375	lidar	0.622847	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3048	-6.98394	4.9849	3.88899	-0.263463	radar	1.02765	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.534	-7.1631	5.03357	3.86427	-0.277139	lidar	3.56159	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7405	-7.30377	5.03484	3.83534	-0.297382	radar	1.87959	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9863	-7.4642	5.08075	3.80385	-0.317475	lidar	3.50616	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1759	-7.60348	5.03954	3.78647	-0.319163	radar	1.25034	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3244	-7.76023	4.99637	3.79037	-0.295005	lidar	3.19854	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5207	-7.88628	4.96396	3.76794	-0.304923	radar	1.80427	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7014	-7.99124	4.91129	3.7442	-0.31678	lidar	3.08979	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8959	-8.10325	4.83822	3.72085	-0.326364	radar	1.85751	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1114	-8.19374	4.8192	3.68484	-0.351516	lidar	0.690436	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3377	-8.32119	4.89489	3.665	-0.352798	radar	2.66578	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5414	-8.40216	4.8572	3.63377	-0.370666	lidar	1.81646	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7488	-8.48658	4.79297	3.60371	-0.387521	radar	1.71329	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0257	-8.57554	4.84994	3.56096	-0.415344	lidar	4.03073	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2744	-8.67498	4.90812	3.53669	-0.416643	radar	2.75655	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4959	-8.72209	4.87573	3.49777	-0.439991	lidar	1.82543	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7145	-8.75984	4.79499	3.45376	-0.47386	radar	3.68244	-13.6376	-8.26343	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9386	-8.87368	4.81109	3.45036	-0.448246	lidar	0.991437	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1891	-8.96561	4.89741	3.43953	-0.425483	radar	2.96032	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4106	-9.08012	4.90071	3.44155	-0.396628	lidar	0.73163	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6401	-9.15062	4.88281	3.42151	-0.398811	radar	0.271122	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9257	-9.14705	4.92108	3.36034	-0.448657	lidar	1.91928	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1837	-9.22064	4.95543	3.34616	-0.436784	radar	4.55894	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4461	-9.33914	5.0007	3.35376	-0.399566	lidar	5.42585	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6899	-9.36703	4.95432	3.31716	-0.428388	radar	2.05434	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9461	-9.45388	4.98049	3.31538	-0.403726	lidar	2.17225	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1981	-9.46157	4.96007	3.2749	-0.433877	radar	2.28898	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4498	-9.45548	4.96178	3.23557	-0.455363	lidar	0.484739	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6693	-9.45326	4.90509	3.20167	-0.475111	radar	5.16017	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9518	-9.43904	4.95266	3.16164	-0.493657	lidar	1.44276	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2032	-9.50032	4.98019	3.16946	-0.447192	radar	7.92687	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4629	-9.51958	4.99524	3.15315	-0.439523	lidar	0.511947	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7208	-9.50795	4.99012	3.12077	-0.457647	radar	1.69413	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9754	-9.47568	4.99891	3.08639	-0.471272	lidar	0.179447	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2201	-9.4363	4.97643	3.04703	-0.498069	radar	0.691942	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4224	-9.48385	4.90724	3.05822	-0.45663	lidar	2.36211	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6587	-9.47159	4.91117	3.04552	-0.438144	radar	1.69606	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9069	-9.46387	4.91367	3.032	-0.428066	lidar	0.270838	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1372	-9.42583	4.90927	3.01059	-0.4234	radar	3.94991	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3829	-9.30528	4.93383	2.95029	-0.469538	lidar	2.99212	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6168	-9.22781	4.91398	2.90748	-0.502043	radar	1.11771	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8681	-9.10431	4.95171	2.85394	-0.534837	lidar	1.27207	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1057	-9.00245	4.96649	2.81563	-0.546575	radar	4.92709	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2805	-9.1327	4.80256	2.87981	-0.444105	lidar	14.9092	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5193	-9.09107	4.81096	2.87134	-0.423464	radar	1.5463	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7405	-8.99531	4.81153	2.83693	-0.438978	lidar	0.713562	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9823	-8.91402	4.82654	2.81047	-0.447304	radar	2.43805	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1788	-8.84591	4.78079	2.79165	-0.444178	lidar	1.3466	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4119	-8.75751	4.78699	2.76456	-0.455199	radar	1.90845	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6052	-8.73301	4.71487	2.76795	-0.426284	lidar	1.85799	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7969	-8.58738	4.67844	2.70272	-0.501618	radar	6.58348	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9999	-8.51173	4.65347	2.6882	-0.489871	lidar	0.250304	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2095	-8.40428	4.66981	2.66929	-0.473793	radar	1.96959	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4399	-8.30738	4.69162	2.65348	-0.464225	lidar	1.19046	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6314	-8.1899	4.66986	2.62156	-0.481348	radar	0.929161	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8668	-7.95077	4.79797	2.55257	-0.529825	lidar	5.75213	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0576	-7.79981	4.78164	2.50362	-0.57748	radar	3.4947	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2845	-7.62393	4.84937	2.4687	-0.582366	lidar	2.20916	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4846	-7.48554	4.86566	2.46125	-0.538169	radar	1.79017	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6508	-7.34118	4.83294	2.4347	-0.538834	lidar	0.665277	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8418	-7.18176	4.84884	2.41432	-0.524102	radar	0.922429	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.004	-7.08747	4.76651	2.40924	-0.503381	lidar	2.12494	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1715	-6.905	4.77337	2.37033	-0.525665	radar	1.95784	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3317	-6.6543	4.84547	2.31424	-0.556513	lidar	3.20744	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.499	-6.47765	4.84155	2.28133	-0.574052	radar	3.47739	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5983	-6.3358	4.7406	2.25347	-0.576376	lidar	5.33478	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7392	-6.14647	4.73894	2.22248	-0.578335	radar	0.30662	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
